Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/14/2025 11:27:24,QA,Analista,Sênior,7,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,9000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,,Não,Não,,
1/14/2025 11:33:45,QA,Engenheiro,Júnior,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8000,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,"Javascript, typescript, *yaml","cypress, maestro, playwright",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 11:48:22,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4825,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Não,Não,Sim,Nenhum,Indicação Interna
1/14/2025 11:48:44,QA,Analista,Sênior,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8700,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"javascript, java","jmeter, k6, cypress",Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 11:53:51,QA,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9500,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 11:58:46,QA,Líder,Sênior,7,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,20000,Masculino,Sudeste,Outro país,Algumas vezes por mês,Branca,Ensino Superior Completo,"PHP, JS","Pest, PHPUnit, Playwright",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/14/2025 12:00:25,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2200,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,Não,Não,Nenhum,Site de Vagas
1/14/2025 12:00:57,QA,Líder,Principal,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,15500,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,"Java, Javascript, Python","Appium, Selenium, BrowserStack, ",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
1/14/2025 12:02:24,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3625,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 12:16:33,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",Nenhum,Site de Vagas
1/14/2025 12:17:33,QA,Analista,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5500,Feminino,Sudeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,Framework da empresa baseado em Selenium e Appium,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 12:18:57,QA,Líder,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Sim,Não,Não,Nenhum,Linkedin
1/14/2025 12:26:07,QA,Analista,Pleno,11,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7000,Feminino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,eu não uso nenhuma,nenhuma,Não,Não,Não,Nenhum,Linkedin
1/14/2025 12:26:58,QA,Analista,Trainee,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2141,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Indicação externa
1/14/2025 12:27:26,SDET,Engenheiro,Sênior,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7500,Masculino,Sul,Sudeste,Algumas vezes por mês,Parda,Ensino Superior Completo,Java,"Postman, intellij, java, ",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 12:33:06,QA,Analista,Júnior,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,4700,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 12:41:10,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5350,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Javascript,Cypress,Não,Não,Não,Nenhum,Site de Vagas
1/14/2025 12:43:55,QA,Analista,Júnior,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4696,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 12:52:14,QA,Engenheiro,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,5544,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 12:55:25,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5700,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,"C#, typescript","Selenium, cypress",Sim,Não,Não,Nenhum,Estágio
1/14/2025 13:09:32,SDET,Gerente,Principal,15,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,22000,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,Todas,,Não,Não,Sim,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Networking
1/14/2025 13:14:38,QA,Analista,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java e Javascript,"Robot Framework com Appium, Robot Framework com Playwright, Karate DSL",Não,Não,,Nenhum,Fui abordado por Recrutador
1/14/2025 13:19:53,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5500,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino superior imcompleto,Cypress ,VS Code e Github,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 13:27:00,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6900,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Java é JS,Cypress,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 13:33:39,QA,Analista,Sênior,10,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,14.5,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Pós-Graduado,"JavaScript, java ","Não uso mas a maioria usa cypress, alguns playwrite, robot framework, appium",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Cadastro site da empresa e fui chamado +_ 1 ano 1/2 apos isso
1/14/2025 13:38:51,QA,Analista,Sênior,13,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9800,Masculino,Norte,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Javascript ,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 13:43:11,QA,Engenheiro,Pleno,10,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,12045,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 14:04:22,QA,Engenheiro,Sênior,12,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,16.3,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, JS, Python e Flutter","Cypress, Playwright, RestAssured, Requests, Gitlab, Docker, Postman, Insomnia ",Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 14:19:32,QA,Engenheiro,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,10600,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 14:23:06,QA,Especialista,Sênior,6,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,14000,Masculino,Sudeste,Nordeste,Todos os dias,Branca,Ensino Médio Completo,C#,Selenium,Não,Não,"Não, mas planejam fazer isso este ano",Nenhum,Linkedin
1/14/2025 14:25:13,QA,Engenheiro,Sênior,4,Uso automação de testes em torno de 8 horas por semana,Contrato,100% Presencial,Sim,Reais,11000,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,"Cypress, Appium, k6",Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 14:25:57,QA,Engenheiro,Sênior,6,Uso automação de testes mais de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),100% Remoto (Brasil),Não,Dólares Americanos,4800,Masculino,Sudeste,Nordeste,Todos os dias,Branca,Ensino Médio Completo,JS,Playwright,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 14:47:16,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5200,Feminino,Centro-Oeste,Sudeste,Todos os dias,Parda,Pós-Graduado,,,Sim,"Sim, retornei com salário menor",Não,Testo aplicativos baseados em Inteligência Artificial,Linkedin
1/14/2025 14:58:37,QA,Analista,Júnior,1,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,3800,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 14:58:56,QA,Engenheiro,Sênior,13,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,11000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 15:03:10,QA,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2520,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Cypress,RobotFramework Cypress Selenium,Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 15:09:35,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4499,Feminino,Sul,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Linkedin
1/14/2025 15:18:02,SDET,Engenheiro,Sênior,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Exterior),Não,Reais,10557,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,"JavaScript, Python","PlayWright, Cypress, Appium, Selenium, Robot",Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 15:19:58,QA,Analista,Pleno,8,Não uso automação de testes,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,9.5,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Cypress e playwright ,,Não,"Sim, retornei com salário maior",Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 15:35:05,Testador,Analista,Pleno,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Mestrado,Js,Cypress,Não,Não,Sim,Nenhum,Site de Vagas
1/14/2025 15:57:05,QA,Engenheiro,Sênior,4,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Não,Dólares Americanos,3000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Ensino Superior Completo,JavaScript,"Postman, Cypress",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 16:03:03,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Não,Reais,4267,Feminino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Pós-Graduado,C#,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 16:09:31,QA,Analista,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 16:25:28,Testador,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,3200,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Js,,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/14/2025 16:30:05,QA,Líder,Principal,22,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,40000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Pós-Graduado,1,"loadrunner, jmeter, playwirght",Sim,Não,Não,Nenhum,Linkedin
1/14/2025 16:31:39,QA,Analista,Sênior,12,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Javascript,Playwright,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 16:52:27,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,1950,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,Javascript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 16:55:46,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java,  JavaScript","Robot framework, Selenium webdrive , playright",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 16:59:01,QA,Analista,Júnior,2,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3900,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Médio Completo,JavaScript ,,Sim,Não,Não,Nenhum,Através de bootcamp
1/14/2025 18:18:45,QA,Analista,Sênior,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9540,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,"Selenium, rest Assured, jmeter",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 18:38:44,QA,Engenheiro,Sênior,10,Não uso automação de testes,Contrato,100% Remoto (Exterior),Não,Dólares Americanos,6000,Feminino,Sul,Outro país,Todos os dias,Branca,Ensino Superior Completo,,,Sim,"Sim, retornei com salário maior",Não,Nenhum,Linkedin
1/14/2025 18:51:13,QA,Engenheiro,Pleno,11,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4700,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Site de Vagas
1/14/2025 19:25:48,QA,Engenheiro,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4581,Feminino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,"Appium, Rest Assured",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 19:53:45,QA,Engenheiro,Pleno,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6250,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,"Python, JS, Java","RobotFramework + Appium, Selenium, Postman, Maestro",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 20:07:32,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8000,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Mestrado,1,3,Não,Não,Não,Nenhum,Linkedin
1/14/2025 20:12:09,QA,Líder,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JS,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
